"﻿http://court.gov.ua/log_documents/24901288/2610/";"Дата та час початку автоматичного розподілу  20.09.2017 11:29:17...";"Єдиний унікальний номер: 761/33146/17";"Номер провадження: 1-кс/761/21102/2017";"Номер провадження слідчих органів: 1/2017/11/000/0000144";;;;;
"http://court.gov.ua/log_documents/24963112/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 16:54:14...";"Єдиний унікальний номер: 761/33746/17";"Номер провадження: 1-кп/761/1659/2017";"Номер провадження слідчих органів: 1/2017/10/010/0004370";;;;;
"http://court.gov.ua/log_documents/24963118/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 16:54:27...";"Єдиний унікальний номер: 761/33747/17";"Номер провадження: 1-кс/761/21388/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/24963159/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 16:54:47...";"Єдиний унікальний номер: 761/33748/17";"Номер провадження: 1-кс/761/21389/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/24963181/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 16:55:05...";"Єдиний унікальний номер: 761/33749/17";"Номер провадження: 1-кс/761/21390/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/24963189/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 16:55:26...";"Єдиний унікальний номер: 761/33750/17";"Номер провадження: 1-кп/761/1660/2017";"Номер провадження слідчих органів: 1/2017/10/012/0001399";;;;;
"http://court.gov.ua/log_documents/24963206/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 16:55:40...";"Єдиний унікальний номер: 761/33751/17";"Номер провадження: 1-кс/761/21391/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/24963220/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 16:55:59...";"Єдиний унікальний номер: 761/33752/17";"Номер провадження: 1-кс/761/21392/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/24963235/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 16:56:17...";"Єдиний унікальний номер: 761/33753/17";"Номер провадження: 1-кс/761/21393/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/24963249/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 16:56:36...";"Єдиний унікальний номер: 761/33754/17";"Номер провадження: 1-кс/761/21394/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/24963255/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 16:56:56...";"Єдиний унікальний номер: 761/33755/17";"Номер провадження: 1-кс/761/21395/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/24963273/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 16:57:15...";"Єдиний унікальний номер: 761/33756/17";"Номер провадження: 1-кс/761/21396/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/24963288/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 16:57:35...";"Єдиний унікальний номер: 761/33757/17";"Номер провадження: 1-кс/761/21397/2017";"Номер провадження слідчих органів: 3/2016/10/011/0000197";;;;;
"http://court.gov.ua/log_documents/24963309/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 16:57:56...";"Єдиний унікальний номер: 761/33758/17";"Номер провадження: 1-кс/761/21398/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/24963324/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 16:58:16...";"Єдиний унікальний номер: 761/33759/17";"Номер провадження: 1-кс/761/21399/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/24963339/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 16:58:34...";"Єдиний унікальний номер: 761/33760/17";"Номер провадження: 1-кс/761/21400/2017";"Номер провадження слідчих органів: 3/2016/10/011/0000197";;;;;
"http://court.gov.ua/log_documents/24963340/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 16:58:55...";"Єдиний унікальний номер: 761/33761/17";"Номер провадження: 1-кс/761/21401/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/24963360/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 16:59:14...";"Єдиний унікальний номер: 761/33762/17";"Номер провадження: 1-кс/761/21402/2017";"Номер провадження слідчих органів: 1/2017/10/010/0000942";;;;;
"http://court.gov.ua/log_documents/24963404/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 16:59:34...";"Єдиний унікальний номер: 761/33763/17";"Номер провадження: 1-кс/761/21403/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/24963418/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 16:59:53...";"Єдиний унікальний номер: 761/33764/17";"Номер провадження: 1-кс/761/21404/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/24963517/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 17:00:11...";"Єдиний унікальний номер: 761/33765/17";"Номер провадження: 1-кс/761/21405/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/24963527/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 17:00:30...";"Єдиний унікальний номер: 761/33766/17";"Номер провадження: 1-кс/761/21406/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/24963638/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 17:00:50...";"Єдиний унікальний номер: 761/33767/17";"Номер провадження: 1-кс/761/21407/2017";"Номер провадження слідчих органів: 4/2016/10/110/0000104";;;;;
"http://court.gov.ua/log_documents/24963657/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 17:01:04...";"Єдиний унікальний номер: 761/33768/17";"Номер провадження: 1-кс/761/21408/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/24963701/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 17:01:25...";"Єдиний унікальний номер: 761/33769/17";"Номер провадження: 1-кс/761/21409/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/24963723/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 17:01:46...";"Єдиний унікальний номер: 761/33770/17";"Номер провадження: 1-кс/761/21410/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/24963757/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 17:02:05...";"Єдиний унікальний номер: 761/33771/17";"Номер провадження: 1-кс/761/21411/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/24963815/2610/";"Дата та час початку автоматичного розподілу  22.09.2017 17:02:25...";"Єдиний унікальний номер: 761/33772/17";"Номер провадження: 1-кс/761/21412/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/24978442/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 10:19:30...";"Єдиний унікальний номер: 761/33818/17";"Номер провадження: 1-кс/761/21452/2017";"Номер провадження слідчих органів: 1/2017/10/010/0010725";;;;;
"http://court.gov.ua/log_documents/24978631/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 10:17:46...";"Єдиний унікальний номер: 761/33819/17";"Номер провадження: 3/761/7133/2017";"Спеціалізація: В порядку КУпАП";;;;;
"http://court.gov.ua/log_documents/24978635/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 10:20:57...";"Єдиний унікальний номер: 761/33820/17";"Номер провадження: 1-кс/761/21453/2017";"Номер провадження слідчих органів: 1/2017/10/010/0010725";;;;;
"http://court.gov.ua/log_documents/24978636/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 15:15:25...";"Єдиний унікальний номер: 369/5984/17";"Номер провадження: 2/761/7322/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/24978797/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 10:22:57...";"Єдиний унікальний номер: 761/33821/17";"Номер провадження: 1-кс/761/21454/2017";"Номер провадження слідчих органів: 4/2017/10/000/0000151";;;;;
"http://court.gov.ua/log_documents/24979244/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 10:57:49...";"Єдиний унікальний номер: 761/33823/17";"Номер провадження: 1-кс/761/21456/2017";"Номер провадження слідчих органів: 1/2017/11/031/0000773";;;;;
"http://court.gov.ua/log_documents/24979647/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 15:11:12...";"Єдиний унікальний номер: 757/31494/15-ц";"Номер провадження: 2/761/7323/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/24979962/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 11:05:24...";"Єдиний унікальний номер: 761/33825/17";"Номер провадження: 1-кс/761/21457/2017";"Номер провадження слідчих органів: 3/2017/10/011/0000072";;;;;
"http://court.gov.ua/log_documents/24980131/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 15:05:38...";"Єдиний унікальний номер: 761/33827/17";"Номер провадження: 2/761/7324/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/24981180/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 15:00:44...";"Єдиний унікальний номер: 761/33836/17";"Номер провадження: 2/761/7325/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/24981335/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 11:28:38...";"Єдиний унікальний номер: 761/33837/17";"Номер провадження: 1-кс/761/21467/2017";"Номер провадження слідчих органів: 3/2017/10/000/0000105";;;;;
"http://court.gov.ua/log_documents/24981569/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 11:33:20...";"Єдиний унікальний номер: 761/33838/17";"Номер провадження: 1-кс/761/21468/2017";"Номер провадження слідчих органів: 3/2015/05/000/0000017";;;;;
"http://court.gov.ua/log_documents/24981766/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 11:24:45...";"Єдиний унікальний номер: 761/33840/17";"Номер провадження: 3/761/7134/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/24981956/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 11:30:21...";"Єдиний унікальний номер: 761/33842/17";"Номер провадження: 3/761/7135/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/24982383/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 15:02:00...";"Єдиний унікальний номер: 761/33836/17";"Номер провадження: 2-з/761/479/2017";"Поєднано зі справою № 761/33836/17[2610-24981180] з типом поєднання Забезпечення позову, доказів";;;;;
"http://court.gov.ua/log_documents/24982596/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 11:40:48...";"Єдиний унікальний номер: 761/33846/17";"Номер провадження: 3/761/7136/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/24982773/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 11:42:56...";"Єдиний унікальний номер: 761/33847/17";"Номер провадження: 3/761/7137/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/24982879/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 11:45:10...";"Єдиний унікальний номер: 761/33848/17";"Номер провадження: 3/761/7138/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/24982939/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 15:05:22...";"Єдиний унікальний номер: 761/33849/17";"Номер провадження: 1-кс/761/21474/2017";"Номер провадження слідчих органів: 3/2017/10/011/0000063";;;;;
"http://court.gov.ua/log_documents/24982961/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 11:47:15...";"Єдиний унікальний номер: 761/33850/17";"Номер провадження: 3/761/7139/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/24983043/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 11:49:28...";"Єдиний унікальний номер: 761/33851/17";"Номер провадження: 3/761/7140/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/24983119/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 11:51:25...";"Єдиний унікальний номер: 761/33852/17";"Номер провадження: 3/761/7141/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/24983161/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 11:53:11...";"Єдиний унікальний номер: 761/33853/17";"Номер провадження: 3/761/7142/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/24983288/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 11:54:52...";"Єдиний унікальний номер: 761/33854/17";"Номер провадження: 3/761/7143/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/24983329/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 11:56:54...";"Єдиний унікальний номер: 761/33856/17";"Номер провадження: 3/761/7144/2017";"Спеціалізація: В порядку КУпАП";;;;;
"http://court.gov.ua/log_documents/24983451/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 12:01:48...";"Єдиний унікальний номер: 761/33858/17";"Номер провадження: 3/761/7145/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/24983506/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 16:24:06...";"Єдиний унікальний номер: 761/33859/17";"Номер провадження: 2/761/7326/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/24983713/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 12:16:55...";"Єдиний унікальний номер: 761/33860/17";"Номер провадження: 2-во/761/158/17";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/24983716/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 16:22:31...";"Єдиний унікальний номер: 761/33861/17";"Номер провадження: 6/761/601/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/24983908/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 13:00:21...";"Єдиний унікальний номер: 761/33862/17";"Номер провадження: 1-кс/761/21477/2017";"Номер провадження слідчих органів: 1/2017/10/010/0011204";;;;;
"http://court.gov.ua/log_documents/24983946/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 16:20:01...";"Єдиний унікальний номер: 761/33863/17";"Номер провадження: 2/761/7327/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/24984225/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 16:16:30...";"Єдиний унікальний номер: 761/33864/17";"Номер провадження: 2/761/7328/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/24984434/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 16:07:33...";"Єдиний унікальний номер: 761/33865/17";"Номер провадження: 2-а/761/743/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/24984481/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 13:05:08...";"Єдиний унікальний номер: 761/33866/17";"Номер провадження: 1-кс/761/21478/2017";"Номер провадження слідчих органів: 1/2017/10/010/0011204";;;;;
"http://court.gov.ua/log_documents/24984595/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 13:06:31...";"Єдиний унікальний номер: 761/33867/17";"Номер провадження: 1-кс/761/21479/2017";"Номер провадження слідчих органів: 1/2017/10/010/0011204";;;;;
"http://court.gov.ua/log_documents/24984634/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 15:58:50...";"Єдиний унікальний номер: 761/33868/17";"Номер провадження: 2-а/761/744/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/24984645/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 13:13:13...";"Єдиний унікальний номер: 761/33869/17";"Номер провадження: 1-кс/761/21480/2017";"Номер провадження слідчих органів: 1/2017/10/010/0010221";;;;;
"http://court.gov.ua/log_documents/24984857/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 13:20:36...";"Єдиний унікальний номер: 761/33870/17";"Номер провадження: 1-кс/761/21481/2017";"Номер провадження слідчих органів: 1/2017/10/000/0000597";;;;;
"http://court.gov.ua/log_documents/24984884/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 13:22:12...";"Єдиний унікальний номер: 761/33871/17";"Номер провадження: 1-кс/761/21482/2017";"Номер провадження слідчих органів: 1/2017/10/010/0010925";;;;;
"http://court.gov.ua/log_documents/24984952/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 13:21:24...";"Єдиний унікальний номер: 761/33870/17";"Номер провадження: 1-кс/761/21483/2017";"Номер провадження слідчих органів: 1/2017/10/000/0000597";;;;;
"http://court.gov.ua/log_documents/24985013/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 13:23:15...";"Єдиний унікальний номер: 761/33873/17";"Номер провадження: 1-кс/761/21484/2017";"Номер провадження слідчих органів: 1/2017/10/010/0004087";;;;;
"http://court.gov.ua/log_documents/24985220/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 15:55:01...";"Єдиний унікальний номер: 761/33874/17";"Номер провадження: 2-а/761/745/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/24985225/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 13:24:14...";"Єдиний унікальний номер: 761/33875/17";"Номер провадження: 1-кс/761/21485/2017";"Номер провадження слідчих органів: 1/2017/10/010/0004087";;;;;
"http://court.gov.ua/log_documents/24985328/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 14:08:13...";"Єдиний унікальний номер: 761/33876/17";"Номер провадження: 1-кс/761/21486/2017";"Номер провадження слідчих органів: 1/2017/10/010/0004324";;;;;
"http://court.gov.ua/log_documents/24985572/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 13:25:59...";"Єдиний унікальний номер: 761/33877/17";"Номер провадження: 2-о/761/335/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/24985724/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 14:46:23...";"Єдиний унікальний номер: 761/33878/17";"Номер провадження: 1-кс/761/21487/2017";"Номер провадження слідчих органів: 1/2016/10/010/0005582";;;;;
"http://court.gov.ua/log_documents/24986057/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 15:52:12...";"Єдиний унікальний номер: 761/33881/17";"Номер провадження: 2-а/761/746/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/24986368/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 14:10:18...";"Єдиний унікальний номер: 761/33883/17";"Номер провадження: 1-кс/761/21491/2017";"Номер провадження слідчих органів: 1/2017/10/010/0011262";;;;;
"http://court.gov.ua/log_documents/24986424/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 13:58:03...";"Єдиний унікальний номер: 761/33884/17";"Номер провадження: 2-с/761/27/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/24986427/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 15:50:21...";"Єдиний унікальний номер: 761/33885/17";"Номер провадження: 2/761/7329/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/24986574/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 14:13:26...";"Єдиний унікальний номер: 761/33887/17";"Номер провадження: 1-кс/761/21493/2017";"Номер провадження слідчих органів: 4/2012/11/000/0000089";;;;;
"http://court.gov.ua/log_documents/24986884/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 14:43:04...";"Єдиний унікальний номер: 761/33889/17";"Номер провадження: 1-кс/761/21495/2017";"Номер провадження слідчих органів: 1/2017/10/010/0010228";;;;;
"http://court.gov.ua/log_documents/24987248/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 14:42:05...";"Єдиний унікальний номер: 761/33892/17";"Номер провадження: 1-кс/761/21498/2017";"Номер провадження слідчих органів: 3/2016/10/011/0000152";;;;;
"http://court.gov.ua/log_documents/24987464/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 14:15:43...";"Єдиний унікальний номер: 761/33893/17";"Номер провадження: 1-кс/761/21499/2017";"Номер провадження слідчих органів: 4/2017/10/110/0000059";;;;;
"http://court.gov.ua/log_documents/24987553/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 14:18:53...";"Єдиний унікальний номер: 761/33895/17";"Номер провадження: 1-кс/761/21501/2017";"Номер провадження слідчих органів: 1/2017/10/000/0001021";;;;;
"http://court.gov.ua/log_documents/24987639/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 15:47:34...";"Єдиний унікальний номер: 761/33896/17";"Номер провадження: 2/761/7330/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/24987763/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 14:20:00...";"Єдиний унікальний номер: 761/33898/17";"Номер провадження: 1-кс/761/21503/2017";"Номер провадження слідчих органів: 1/2017/10/000/0001020";;;;;
"http://court.gov.ua/log_documents/24987879/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 14:20:54...";"Єдиний унікальний номер: 761/33900/17";"Номер провадження: 1-кс/761/21505/2017";"Номер провадження слідчих органів: 1/2017/10/000/0001019";;;;;
"http://court.gov.ua/log_documents/24988754/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 14:29:55...";"Єдиний унікальний номер: 2-10960/11";"Номер провадження: 6/761/602/2017";"Поєднано зі справою № 2-10960/11[2610-689026] з типом поєднання У порядку виконання";;;;;
"http://court.gov.ua/log_documents/24989421/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 14:58:12...";"Єдиний унікальний номер: 761/21150/17";"Номер провадження: 2-з/761/480/2017";"Поєднано зі справою № 761/21150/17[2610-23371830] з типом поєднання Забезпечення позову, доказів";;;;;
"http://court.gov.ua/log_documents/24989520/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 15:34:25...";"Єдиний унікальний номер: 761/33909/17";"Номер провадження: 1-кс/761/21514/2017";"Номер провадження слідчих органів: 1/2017/10/007/0001718";;;;;
"http://court.gov.ua/log_documents/24989642/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 15:44:29...";"Єдиний унікальний номер: 761/33910/17";"Номер провадження: 1-кс/761/21515/2017";"Номер провадження слідчих органів: 1/2017/10/010/0009807";;;;;
"http://court.gov.ua/log_documents/24990033/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 15:48:17...";"Єдиний унікальний номер: 761/33912/17";"Номер провадження: 1-кс/761/21517/2017";"Номер провадження слідчих органів: 1/2017/10/010/0010937";;;;;
"http://court.gov.ua/log_documents/24990155/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 15:51:05...";"Єдиний унікальний номер: 761/33913/17";"Номер провадження: 1-кс/761/21518/2017";"Номер провадження слідчих органів: 1/2017/10/010/0011043";;;;;
"http://court.gov.ua/log_documents/24990229/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 16:40:22...";"Єдиний унікальний номер: 761/33914/17";"Номер провадження: 2-а/761/747/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/24990300/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 15:52:23...";"Єдиний унікальний номер: 761/33915/17";"Номер провадження: 1-кс/761/21519/2017";"Номер провадження слідчих органів: 1/2017/10/010/0011042";;;;;
"http://court.gov.ua/log_documents/24990544/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 15:54:22...";"Єдиний унікальний номер: 761/33917/17";"Номер провадження: 1-кс/761/21521/2017";"Номер провадження слідчих органів: 1/2017/10/004/0005192";;;;;
"http://court.gov.ua/log_documents/24990611/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 15:11:13...";"Єдиний унікальний номер: 761/33918/17";"Номер провадження: 3/761/7146/2017";"Спеціалізація: В порядку КУпАП";;;;;
"http://court.gov.ua/log_documents/24990906/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 15:56:29...";"Єдиний унікальний номер: 761/33920/17";"Номер провадження: 1-кс/761/21523/2017";"Номер провадження слідчих органів: 1/2016/10/010/0009034";;;;;
"http://court.gov.ua/log_documents/24991254/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 15:58:00...";"Єдиний унікальний номер: 761/33921/17";"Номер провадження: 1-кс/761/21524/2017";"Номер провадження слідчих органів: 1/2017/10/010/0008791";;;;;
"http://court.gov.ua/log_documents/24991602/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 16:02:28...";"Єдиний унікальний номер: 761/33922/17";"Номер провадження: 1-кс/761/21525/2017";"Номер провадження слідчих органів: 1/2017/10/000/0001019";;;;;
"http://court.gov.ua/log_documents/24991718/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 16:37:11...";"Єдиний унікальний номер: 761/33923/17";"Номер провадження: 2-а/761/748/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/24991726/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 16:03:44...";"Єдиний унікальний номер: 761/33924/17";"Номер провадження: 1-кс/761/21526/2017";"Номер провадження слідчих органів: 1/2017/10/000/0001020";;;;;
"http://court.gov.ua/log_documents/24991931/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 16:04:52...";"Єдиний унікальний номер: 761/33925/17";"Номер провадження: 1-кс/761/21527/2017";"Номер провадження слідчих органів: 1/2017/10/010/0005636";;;;;
"http://court.gov.ua/log_documents/24992109/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 16:16:27...";"Єдиний унікальний номер: 761/33926/17";"Номер провадження: 1-кс/761/21528/2017";"Номер провадження слідчих органів: 1/2017/10/010/0007733";;;;;
"http://court.gov.ua/log_documents/24992176/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 16:48:15...";"Єдиний унікальний номер: 761/32368/16-к";"Номер провадження: 1-о/761/24/2017";"Поєднано зі справою № 761/32368/16-к[2610-18678069] з типом поєднання За нововиявленими обставинами";;;;;
"http://court.gov.ua/log_documents/24992374/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 16:18:30...";"Єдиний унікальний номер: 761/33927/17";"Номер провадження: 1-кс/761/21529/2017";"Номер провадження слідчих органів: 1/2015/00/000/0000248";;;;;
