"﻿http://court.gov.ua/log_documents/24901288/2610/";"Дата та час початку автоматичного розподілу  20.09.2017 11:29:17...";"Єдиний унікальний номер: 761/33146/17";"Номер провадження: 1-кс/761/21102/2017";"Номер провадження слідчих органів: 1/2017/11/000/0000144";;;;;
"http://court.gov.ua/log_documents/25350353/2610/";"Дата та час початку автоматичного розподілу  13.10.2017 20:06:55...";"Єдиний унікальний номер: 761/36814/17";"Номер провадження: 1-кс/761/23316/2017";"Номер провадження слідчих органів: 3/2016/10/011/0000155";;;;;
"http://court.gov.ua/log_documents/25350653/2610/";"Дата та час початку автоматичного розподілу  13.10.2017 20:39:02...";"Єдиний унікальний номер: 761/36816/17";"Номер провадження: 1-кс/761/23318/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/25351403/2610/";"Дата та час початку автоматичного розподілу  13.10.2017 19:39:29...";"Єдиний унікальний номер: 761/36826/17";"Номер провадження: 1-кп/761/1742/2017";"Номер провадження слідчих органів: 1/2017/10/010/0008239";;;;;
"http://court.gov.ua/log_documents/25351303/2610/";"Дата та час початку автоматичного розподілу  13.10.2017 19:32:23...";"Єдиний унікальний номер: 761/36825/17";"Номер провадження: 1-кп/761/1741/2017";"Номер провадження слідчих органів: 1/2017/10/010/0007615";;;;;
"http://court.gov.ua/log_documents/25357057/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 9:17:06...";"Єдиний унікальний номер: 761/36832/17";"Номер провадження: 1-кс/761/23329/2017";"Номер провадження слідчих органів: 1/2017/10/000/0001086";;;;;
"http://court.gov.ua/log_documents/25358034/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 9:19:36...";"Єдиний унікальний номер: 761/36834/17";"Номер провадження: 1-кс/761/23331/2017";"Номер провадження слідчих органів: 5/2016/00/000/0000319";;;;;
"http://court.gov.ua/log_documents/25358737/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 16:31:01...";"Єдиний унікальний номер: 761/36835/17";"Номер провадження: 2/761/7654/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25359184/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 16:29:13...";"Єдиний унікальний номер: 761/33980/17";"Номер провадження: 2-сз/761/231/17";"Поєднано зі справою № 761/33980/17[2610";"24999997] з типом поєднання Повернення судового збору";;;;
"http://court.gov.ua/log_documents/25359503/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 16:27:02...";"Єдиний унікальний номер: 761/36836/17";"Номер провадження: 2-н/761/475/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25360866/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 11:22:07...";"Єдиний унікальний номер: 761/36840/17";"Номер провадження: 1-кс/761/23335/2017";"Номер провадження слідчих органів: 4/2016/11/000/0000549";;;;;
"http://court.gov.ua/log_documents/25361362/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 16:25:39...";"Єдиний унікальний номер: 761/36845/17";"Номер провадження: 2/761/7655/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25362848/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 13:43:36...";"Єдиний унікальний номер: 761/36864/17";"Номер провадження: 1-кс/761/23357/2017";"Номер провадження слідчих органів: 1/2017/10/010/0008257";;;;;
"http://court.gov.ua/log_documents/25362873/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 16:23:08...";"Єдиний унікальний номер: 761/36865/17";"Номер провадження: 2-о/761/355/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25363073/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 16:21:48...";"Єдиний унікальний номер: 761/36867/17";"Номер провадження: 2-о/761/356/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25362967/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 11:01:51...";"Єдиний унікальний номер: 761/36866/17";"Номер провадження: 1-кс/761/23358/2017";"Номер провадження слідчих органів: 1/2016/10/001/0004445";;;;;
"http://court.gov.ua/log_documents/25363646/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 16:05:18...";"Єдиний унікальний номер: 761/36869/17";"Номер провадження: 2-а/761/803/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25363642/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 11:41:33...";"Єдиний унікальний номер: 761/33896/17";"Номер провадження: 2-сз/761/232/17";"Поєднано зі справою № 761/33896/17[2610";"24987639] з типом поєднання Повернення судового збору";;;;
"http://court.gov.ua/log_documents/25364649/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 16:20:09...";"Єдиний унікальний номер: 761/36872/17";"Номер провадження: 2-а/761/804/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25365520/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 13:12:57...";"Єдиний унікальний номер: 761/36876/17";"Номер провадження: 1-кс/761/23365/2017";"Номер провадження слідчих органів: 3/2017/10/000/0000039";;;;;
"http://court.gov.ua/log_documents/25365883/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 16:01:35...";"Єдиний унікальний номер: 761/36878/17";"Номер провадження: 2-а/761/805/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25366490/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 15:31:59...";"Єдиний унікальний номер: 761/36879/17";"Номер провадження: 2-а/761/806/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25366737/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 15:29:42...";"Єдиний унікальний номер: 761/36880/17";"Номер провадження: 2/761/7657/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25367295/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 12:40:11...";"Єдиний унікальний номер: 761/36881/17";"Номер провадження: 1-кс/761/23367/2017";"Номер провадження слідчих органів: 1/2017/10/010/0009339";;;;;
"http://court.gov.ua/log_documents/25367367/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 12:43:18...";"Єдиний унікальний номер: 761/36882/17";"Номер провадження: 1-кс/761/23368/2017";"Номер провадження слідчих органів: 1/2017/10/010/0010517";;;;;
"http://court.gov.ua/log_documents/25367457/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 12:47:08...";"Єдиний унікальний номер: 761/36884/17";"Номер провадження: 1-кс/761/23370/2017";"Номер провадження слідчих органів: 1/2017/10/000/0000499";;;;;
"http://court.gov.ua/log_documents/25367514/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 15:27:18...";"Єдиний унікальний номер: 761/36885/17";"Номер провадження: 2/761/7658/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25367377/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 12:52:09...";"Єдиний унікальний номер: 761/36883/17";"Номер провадження: 1-кс/761/23369/2017";"Номер провадження слідчих органів: 1/2017/10/010/0012031";;;;;
"http://court.gov.ua/log_documents/25367559/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 12:50:42...";"Єдиний унікальний номер: 761/36886/17";"Номер провадження: 1-кс/761/23371/2017";"Номер провадження слідчих органів: 1/2017/10/010/0008270";;;;;
"http://court.gov.ua/log_documents/25367612/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 14:20:56...";"Єдиний унікальний номер: 761/36887/17";"Номер провадження: 1-кс/761/23372/2017";"Номер провадження слідчих органів: 2/2017/00/000/0000064";;;;;
"http://court.gov.ua/log_documents/25368205/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 14:39:06...";"Єдиний унікальний номер: 761/36890/17";"Номер провадження: 2-о/761/357/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25368843/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 14:32:40...";"Єдиний унікальний номер: 761/36894/17";"Номер провадження: 1-кс/761/23378/2017";"Номер провадження слідчих органів: 2/2017/00/000/0000064";;;;;
"http://court.gov.ua/log_documents/25369586/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 14:34:11...";"Єдиний унікальний номер: 761/36898/17";"Номер провадження: 1-кс/761/23381/2017";"Номер провадження слідчих органів: 4/2017/10/000/0000409";;;;;
"http://court.gov.ua/log_documents/25369590/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 13:29:03...";"Єдиний унікальний номер: 761/36899/17";"Номер провадження: 3/761/7732/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25369693/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 13:30:53...";"Єдиний унікальний номер: 761/36900/17";"Номер провадження: 3/761/7733/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25369736/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 13:32:47...";"Єдиний унікальний номер: 761/36901/17";"Номер провадження: 3/761/7734/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25369886/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 13:36:28...";"Єдиний унікальний номер: 761/36903/17";"Номер провадження: 3/761/7736/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25369781/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 13:34:41...";"Єдиний унікальний номер: 761/36902/17";"Номер провадження: 3/761/7735/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25370163/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 13:40:16...";"Єдиний унікальний номер: 761/36905/17";"Номер провадження: 3/761/7737/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25370354/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 13:42:37...";"Єдиний унікальний номер: 761/36906/17";"Номер провадження: 3/761/7738/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25370632/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 13:47:10...";"Єдиний унікальний номер: 761/36909/17";"Номер провадження: 3/761/7740/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25370841/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 13:51:40...";"Єдиний унікальний номер: 761/36912/17";"Номер провадження: 3/761/7742/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25371213/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 14:00:02...";"Єдиний унікальний номер: 761/36918/17";"Номер провадження: 3/761/7745/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25371110/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 13:57:23...";"Єдиний унікальний номер: 761/36916/17";"Номер провадження: 3/761/7744/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25371195/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 14:33:27...";"Єдиний унікальний номер: 761/36917/17";"Номер провадження: 2/761/7659/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25371514/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 14:26:43...";"Єдиний унікальний номер: 761/36920/17";"Номер провадження: 2/761/7660/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25371709/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 14:10:39...";"Єдиний унікальний номер: 761/36923/17";"Номер провадження: 3/761/7748/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25371792/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 14:12:52...";"Єдиний унікальний номер: 761/36924/17";"Номер провадження: 3/761/7749/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25371578/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 14:08:29...";"Єдиний унікальний номер: 761/36922/17";"Номер провадження: 3/761/7747/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25371846/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 14:15:01...";"Єдиний унікальний номер: 761/36925/17";"Номер провадження: 3/761/7750/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25371918/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 14:17:33...";"Єдиний унікальний номер: 761/36927/17";"Номер провадження: 3/761/7751/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25372029/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 14:21:02...";"Єдиний унікальний номер: 761/36929/17";"Номер провадження: 3/761/7752/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25372125/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 14:23:38...";"Єдиний унікальний номер: 761/36931/17";"Номер провадження: 3/761/7753/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25372538/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 17:18:47...";"Єдиний унікальний номер: 761/36934/17";"Номер провадження: 2/761/7661/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25373622/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 15:23:59...";"Єдиний унікальний номер: 761/36937/17";"Номер провадження: 1-кс/761/23396/2017";"Номер провадження слідчих органів: 4/2017/10/000/0000935";;;;;
"http://court.gov.ua/log_documents/25373691/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 15:25:30...";"Єдиний унікальний номер: 761/36938/17";"Номер провадження: 1-кс/761/23397/2017";"Номер провадження слідчих органів: 4/2017/10/000/0000935";;;;;
"http://court.gov.ua/log_documents/25373911/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 15:22:39...";"Єдиний унікальний номер: 761/36939/17";"Номер провадження: 1-кс/761/23398/2017";"Номер провадження слідчих органів: 4/2017/10/000/0000935";;;;;
"http://court.gov.ua/log_documents/25374015/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 17:17:27...";"Єдиний унікальний номер: 761/36940/17";"Номер провадження: 2/761/7662/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25374403/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 15:21:15...";"Єдиний унікальний номер: 761/36942/17";"Номер провадження: 1-кс/761/23400/2017";"Номер провадження слідчих органів: 1/2017/10/010/0007085";;;;;
"http://court.gov.ua/log_documents/25374496/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 15:46:22...";"Єдиний унікальний номер: 761/36943/17";"Номер провадження: 1-кс/761/23401/2017";"Номер провадження слідчих органів: 1/2017/10/010/0007085";;;;;
"http://court.gov.ua/log_documents/25374800/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 15:47:39...";"Єдиний унікальний номер: 761/36944/17";"Номер провадження: 1-кс/761/23402/2017";"Номер провадження слідчих органів: 1/2017/10/010/0007085";;;;;
"http://court.gov.ua/log_documents/25374969/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 16:32:28...";"Єдиний унікальний номер: 761/36945/17";"Номер провадження: 6/761/649/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25375052/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 15:49:36...";"Єдиний унікальний номер: 761/36946/17";"Номер провадження: 1-кс/761/23403/2017";"Номер провадження слідчих органів: 1/2017/10/010/0007085";;;;;
"http://court.gov.ua/log_documents/25375503/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 16:48:02...";"Єдиний унікальний номер: 761/36948/17";"Номер провадження: 1-кс/761/23405/2017";"Спеціалізація: Клопотання, заяви, скарги (цивільна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/25375385/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 15:51:11...";"Єдиний унікальний номер: 761/36947/17";"Номер провадження: 1-кс/761/23404/2017";"Номер провадження слідчих органів: 1/2017/10/010/0011886";;;;;
"http://court.gov.ua/log_documents/25375902/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 16:34:38...";"Єдиний унікальний номер: 761/36951/17";"Номер провадження: 1-кс/761/23408/2017";"Номер провадження слідчих органів: 1/2017/11/000/0000746";;;;;
"http://court.gov.ua/log_documents/25377983/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 18:12:18...";"Єдиний унікальний номер: 761/36955/17";"Номер провадження: 1-кс/761/23412/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/25378103/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 18:14:43...";"Єдиний унікальний номер: 761/36957/17";"Номер провадження: 1-кс/761/23414/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/25378059/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 18:13:52...";"Єдиний унікальний номер: 761/36956/17";"Номер провадження: 1-кс/761/23413/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/25378149/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 18:15:42...";"Єдиний унікальний номер: 761/36958/17";"Номер провадження: 1-кс/761/23415/2017";"Номер провадження слідчих органів: 1/2016/10/000/0000771";;;;;
"http://court.gov.ua/log_documents/25378290/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 16:57:25...";"Єдиний унікальний номер: 761/29324/17";"Номер провадження: 1-кп/761/1744/2017";"Номер провадження слідчих органів: 1/2016/10/010/0008308";;;;;
"http://court.gov.ua/log_documents/25378529/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 18:16:47...";"Єдиний унікальний номер: 761/36959/17";"Номер провадження: 1-кс/761/23416/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/25378761/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 17:21:05...";"Єдиний унікальний номер: 761/41752/16-ц";"Номер провадження: 6/761/650/2017";"Поєднано зі справою № 761/41752/16-ц[2610";;;;;
"http://court.gov.ua/log_documents/25378852/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 18:17:42...";"Єдиний унікальний номер: 761/36960/17";"Номер провадження: 1-кс/761/23417/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/25378934/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 18:18:53...";"Єдиний унікальний номер: 761/36961/17";"Номер провадження: 1-кс/761/23418/2017";"Номер провадження слідчих органів: 2/2017/00/000/0000064";"19874023] з типом поєднання У порядку виконання";;;;
"http://court.gov.ua/log_documents/25379097/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 18:21:07...";"Єдиний унікальний номер: 761/36963/17";"Номер провадження: 1-кс/761/23420/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/25379020/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 18:19:51...";"Єдиний унікальний номер: 761/36962/17";"Номер провадження: 1-кс/761/23419/2017";"Номер провадження слідчих органів: 2/2017/00/000/0000064";;;;;
"http://court.gov.ua/log_documents/25379674/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 18:03:25...";"Єдиний унікальний номер: 761/36964/17";"Номер провадження: 1-кп/761/1745/2017";"Номер провадження слідчих органів: 2/2017/00/000/0000359";;;;;
"http://court.gov.ua/log_documents/25379706/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 18:21:54...";"Єдиний унікальний номер: 761/36965/17";"Номер провадження: 1-кс/761/23421/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/25379743/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 18:23:30...";"Єдиний унікальний номер: 761/36966/17";"Номер провадження: 1-кс/761/23422/2017";"Номер провадження слідчих органів: 3/2016/10/010/0000092";;;;;
"http://court.gov.ua/log_documents/25379836/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 18:24:25...";"Єдиний унікальний номер: 761/36967/17";"Номер провадження: 1-кс/761/23423/2017";"Номер провадження слідчих органів: 2/2016/00/000/0000323";;;;;
"http://court.gov.ua/log_documents/25379916/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 18:25:15...";"Єдиний унікальний номер: 761/36968/17";"Номер провадження: 1-кс/761/23424/2017";"Номер провадження слідчих органів: 1/2016/11/028/0000302";;;;;
"http://court.gov.ua/log_documents/25380039/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 18:27:58...";"Єдиний унікальний номер: 761/36969/17";"Номер провадження: 1-кс/761/23425/2017";"Номер провадження слідчих органів: 2/2016/00/000/0000091";;;;;
"http://court.gov.ua/log_documents/25380125/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 18:34:46...";"Єдиний унікальний номер: 761/36970/17";"Номер провадження: 1-кс/761/23426/2017";"Номер провадження слідчих органів: 2/2016/00/000/0000091";;;;;
"http://court.gov.ua/log_documents/25380388/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 18:38:08...";"Єдиний унікальний номер: 761/36972/17";"Номер провадження: 1-кс/761/23428/2017";"Номер провадження слідчих органів: 1/2012/11/000/0000331";;;;;
"http://court.gov.ua/log_documents/25380716/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 18:39:07...";"Єдиний унікальний номер: 761/36973/17";"Номер провадження: 1-кс/761/23429/2017";"Номер провадження слідчих органів: 3/2017/10/000/0000039";;;;;
"http://court.gov.ua/log_documents/25380228/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 18:35:44...";"Єдиний унікальний номер: 761/36971/17";"Номер провадження: 1-кс/761/23427/2017";"Номер провадження слідчих органів: 1/2017/10/010/0000942";;;;;
"http://court.gov.ua/log_documents/25380879/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 18:41:51...";"Єдиний унікальний номер: 761/36974/17";"Номер провадження: 1-кс/761/23430/2017";"Номер провадження слідчих органів: 3/2016/10/011/0000157";;;;;
"http://court.gov.ua/log_documents/25381055/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 18:58:38...";"Єдиний унікальний номер: 761/36975/17";"Номер провадження: 1-кс/761/23431/2017";"Номер провадження слідчих органів: 1/2017/11/000/0000420";;;;;
"http://court.gov.ua/log_documents/25381240/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 18:59:35...";"Єдиний унікальний номер: 761/36976/17";"Номер провадження: 1-кс/761/23432/2017";"Номер провадження слідчих органів: 1/2016/11/004/0000155";;;;;
"http://court.gov.ua/log_documents/25381484/2610/";"Дата та час початку автоматичного розподілу  17.10.2017 19:00:30...";"Єдиний унікальний номер: 761/36977/17";"Номер провадження: 1-кс/761/23433/2017";"Номер провадження слідчих органів: 3/2015/00/000/0000051";;;;;
"http://court.gov.ua/log_documents/25384566/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 12:05:52...";"Єдиний унікальний номер: 761/36978/17";"Номер провадження: 1-кс/761/23434/2017";"Номер провадження слідчих органів: 2/2016/00/000/0000345";;;;;
"http://court.gov.ua/log_documents/25384892/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 11:56:19...";"Єдиний унікальний номер: 761/36979/17";"Номер провадження: 1-кс/761/23436/2017";"Номер провадження слідчих органів: 2/2014/00/000/0000279";;;;;
"http://court.gov.ua/log_documents/25386710/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 15:53:42...";"Єдиний унікальний номер: 761/36998/17";"Номер провадження: 2/761/7663/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25387222/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 17:09:07...";"Єдиний унікальний номер: 761/37000/17";"Номер провадження: 1-кс/761/23455/2017";"Номер провадження слідчих органів: 3/2017/10/000/0000039";;;;;
"http://court.gov.ua/log_documents/25387316/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 17:09:29...";"Єдиний унікальний номер: 761/37001/17";"Номер провадження: 1-кс/761/23456/2017";"Номер провадження слідчих органів: 2/2017/00/000/0000235";;;;;
"http://court.gov.ua/log_documents/25388255/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 15:48:23...";"Єдиний унікальний номер: 761/37007/17";"Номер провадження: 2/761/7666/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25388461/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 14:44:28...";"Єдиний унікальний номер: 761/37009/17";"Номер провадження: 1-кс/761/23461/2017";"Номер провадження слідчих органів: 1/2017/10/010/0004694";;;;;
"http://court.gov.ua/log_documents/25388270/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 17:11:09...";"Єдиний унікальний номер: 761/37008/17";"Номер провадження: 1-кс/761/23460/2017";"Номер провадження слідчих органів: 1/2017/10/010/0007844";;;;;
"http://court.gov.ua/log_documents/25389046/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 17:12:07...";"Єдиний унікальний номер: 761/37011/17";"Номер провадження: 1-кс/761/23463/2017";"Номер провадження слідчих органів: 4/2017/10/003/0000085";;;;;
"http://court.gov.ua/log_documents/25389398/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 11:58:05...";"Єдиний унікальний номер: 761/36578/17";"Номер провадження: 1-кс/761/23465/2017";"Номер провадження слідчих органів: 2/2016/00/000/0000281";;;;;
"http://court.gov.ua/log_documents/25390000/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 12:00:44...";"Єдиний унікальний номер: 761/20313/15-к";"Номер провадження: 1-кс/761/23468/2017";"Номер провадження слідчих органів: 4/2015/11/040/0000043";;;;;
"http://court.gov.ua/log_documents/25390345/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 13:45:06...";"Єдиний унікальний номер: 761/37018/17";"Номер провадження: 1-кс/761/23470/2017";"Номер провадження слідчих органів: 3/2016/10/010/0000038";;;;;
"http://court.gov.ua/log_documents/25391012/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 15:26:03...";"Єдиний унікальний номер: 761/37022/17";"Номер провадження: 2/761/7670/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25391158/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 15:06:21...";"Єдиний унікальний номер: 761/37024/17";"Номер провадження: 2/761/7671/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25391370/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 12:49:52...";"Єдиний унікальний номер: 761/37027/17";"Номер провадження: 1-кс/761/23474/2017";"Номер провадження слідчих органів: 1/2017/10/010/0009580";;;;;
"http://court.gov.ua/log_documents/25391024/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 12:06:56...";"Єдиний унікальний номер: 761/37023/17";"Номер провадження: 1-кс/761/23472/2017";"Номер провадження слідчих органів: 1/2015/10/004/0001016";;;;;
